0,0,4204
0,0,4212
0,0,4229
0,0,4261
0,0,4262
1,0,4002
2,0,1414
3,0,121
3,0,138
3,0,141
3,0,148
3,0,349
3,0,495
3,0,496
3,0,679
3,0,909
3,0,940
3,0,945
3,0,956
3,0,960
3,0,1004
3,0,1345
3,0,1427
3,0,1428
3,0,1429
3,0,1431
3,0,1432
3,0,1433
3,0,1435
3,0,1436
3,0,1439
3,0,1580
3,0,1581
3,0,1587
3,0,1671
3,0,1731
3,0,1736
3,0,1740
3,0,1901
3,0,1913
3,0,1930
3,0,2182
3,0,2221
3,0,2367
3,0,2397
3,0,2459
3,0,2557
3,0,2668
3,0,2672
3,0,2673
3,0,2674
3,0,2675
3,0,2676
3,0,2804
3,0,2829
3,0,2878
3,0,2885
3,0,2944
3,0,2956
3,0,2957
3,0,3240
3,0,3243
3,0,3522
3,0,4123
3,0,4127
3,0,4133
3,0,4378
3,0,4499
3,0,4539
3,0,4643
3,0,4954
3,0,4958
3,0,4982
3,0,5045
3,0,5061
3,0,6009
3,0,6107
3,0,6340
3,0,6360
3,0,6441
3,0,6605
4,0,3561
4,0,4625
4,0,5150
5,0,252
5,0,349
5,0,354
5,0,540
5,0,689
5,0,718
5,0,956
5,0,964
5,0,1004
5,0,1124
5,0,1160
5,0,1336
5,0,1429
5,0,1433
5,0,1436
5,0,1437
5,0,1449
5,0,1450
5,0,1451
5,0,1583
5,0,1602
5,0,1671
5,0,1736
5,0,1738
5,0,1913
5,0,1991
5,0,2055
5,0,2151
5,0,2182
5,0,2221
5,0,2367
5,0,2395
5,0,2397
5,0,2444
5,0,2828
5,0,2829
5,0,2878
5,0,2885
5,0,2906
5,0,2944
5,0,3046
5,0,3051
5,0,3284
5,0,3671
5,0,3983
5,0,4073
5,0,4127
5,0,4128
5,0,4133
5,0,4539
5,0,4954
5,0,4980
5,0,4982
5,0,5129
5,0,5145
5,0,5149
5,0,5448
5,0,5519
5,0,5645
5,0,5874
5,0,6107
5,0,6134
5,0,6396
5,0,6397
5,0,6605
6,0,5150
7,0,1254
7,0,1854
7,0,4887
7,0,5150
8,0,1414
8,0,2832
8,0,3388
8,0,3389
8,0,5137
8,0,5297
9,0,5098
9,0,5718
10,0,1253
10,0,3076
10,0,3597
10,0,4980
10,0,5098
11,0,638
11,0,2579
11,0,5097
11,0,6488
12,0,4531
12,0,5613
13,0,1320
13,0,2432
13,0,2539
13,0,2813
13,0,3074
13,0,3221
13,0,3596
13,0,3631
13,0,4338
14,0,271
14,0,354
14,0,927
14,0,940
14,0,945
14,0,960
14,0,1124
14,0,1336
14,0,1345
14,0,1434
14,0,1436
14,0,1437
14,0,1450
14,0,1451
14,0,1580
14,0,1581
14,0,1736
14,0,1790
14,0,1913
14,0,1930
14,0,2055
14,0,2182
14,0,2367
14,0,2557
14,0,2829
14,0,2878
14,0,2885
14,0,2906
14,0,2944
14,0,2956
14,0,3046
14,0,3153
14,0,3194
14,0,3243
14,0,3284
14,0,3454
14,0,3512
14,0,3522
14,0,4133
14,0,4371
14,0,4489
14,0,4499
14,0,4539
14,0,4886
14,0,4891
14,0,4954
14,0,4958
14,0,4973
14,0,4979
14,0,4980
14,0,5015
14,0,5037
14,0,5043
14,0,5145
14,0,5149
14,0,5204
14,0,5221
14,0,5289
14,0,5455
14,0,5519
14,0,6009
14,0,6107
14,0,6335
14,0,6360
14,0,6441
15,0,1124
15,0,1336
15,0,1449
15,0,1450
15,0,1451
15,0,3522
15,0,3615
15,0,3621
15,0,4133
15,0,4135
15,0,4982
15,0,6605
16,0,138
16,0,142
16,0,143
16,0,148
16,0,322
16,0,349
16,0,360
16,0,440
16,0,468
16,0,495
16,0,505
16,0,679
16,0,681
16,0,689
16,0,945
16,0,960
16,0,972
16,0,975
16,0,1160
16,0,1336
16,0,1390
16,0,1429
16,0,1431
16,0,1433
16,0,1435
16,0,1436
16,0,1437
16,0,1566
16,0,1580
16,0,1581
16,0,1583
16,0,1584
16,0,1587
16,0,1602
16,0,1654
16,0,1731
16,0,1736
16,0,1740
16,0,1821
16,0,1866
16,0,1885
16,0,1895
16,0,1913
16,0,1930
16,0,1987
16,0,1991
16,0,2182
16,0,2367
16,0,2397
16,0,2557
16,0,2804
16,0,2827
16,0,2828
16,0,2858
16,0,2878
16,0,2885
16,0,2906
16,0,2944
16,0,2997
16,0,3020
16,0,3023
16,0,3047
16,0,3051
16,0,3144
16,0,3194
16,0,3240
16,0,3243
16,0,3374
16,0,3427
16,0,3512
16,0,3522
16,0,3605
16,0,3606
16,0,3657
16,0,3778
16,0,3983
16,0,3994
16,0,4066
16,0,4120
16,0,4127
16,0,4128
16,0,4132
16,0,4133
16,0,4134
16,0,4277
16,0,4297
16,0,4326
16,0,4349
16,0,4371
16,0,4489
16,0,4539
16,0,4614
16,0,4615
16,0,4616
16,0,4617
16,0,4724
16,0,4891
16,0,4954
16,0,4979
16,0,4980
16,0,4982
16,0,4984
16,0,5037
16,0,5070
16,0,5129
16,0,5149
16,0,5221
