6,20,46,1,4
6,14,21,1,1
6,14,22,1,2
6,14,24,1,3
6,14,25,1,3
6,14,26,1,3
6,14,29,1,4
6,14,31,1,1
6,14,32,1,3
6,14,33,1,2
6,14,35,1,1
6,14,36,1,0
6,14,37,1,3
6,14,39,1,3
6,14,40,1,1
6,14,44,1,1
6,14,45,1,2
6,14,46,1,4
6,14,47,1,1
6,14,48,1,3
6,5,22,1,3
6,5,23,1,0
6,5,26,1,4
6,5,27,1,1
6,5,29,1,0
6,5,31,1,2
6,5,32,1,1
6,5,34,1,0
6,5,36,1,4
6,5,39,1,1
6,5,40,1,4
6,5,41,1,3
6,5,42,1,3
6,5,43,1,2
6,5,45,1,3
6,5,47,1,1
6,5,48,1,0
6,5,49,1,1
6,17,46,1,2
6,17,48,1,4
6,15,25,1,2
6,15,31,1,0
6,15,39,1,3
6,15,46,1,1
6,15,49,1,0
6,16,26,1,3
6,16,42,1,0
6,16,43,1,0
6,16,48,1,4
6,18,42,1,0
6,18,48,1,2
20,17,21,1,1
20,17,23,1,4
20,17,24,1,4
20,17,27,1,0
20,17,30,1,4
20,17,31,1,4
20,17,32,1,3
20,17,39,1,2
20,17,41,1,4
20,19,21,1,3
20,19,22,1,0
20,19,23,1,4
20,19,24,1,2
20,19,27,1,1
20,19,32,1,2
20,19,34,1,3
20,19,35,1,1
20,19,36,1,3
20,19,37,1,0
20,19,38,1,2
20,19,39,1,1
20,19,40,1,0
20,19,41,1,4
20,19,42,1,0
20,19,44,1,4
20,19,46,1,1
20,19,47,1,0
20,3,21,1,0
20,3,23,1,1
20,3,25,1,4
20,3,27,1,1
20,3,34,1,0
20,3,35,1,3
20,3,36,1,2
20,3,37,1,3
20,3,39,1,1
20,3,42,1,1
20,3,43,1,0
20,3,44,1,3
20,3,46,1,4
20,3,47,1,4
20,11,22,1,2
0,20,23,1,2
0,20,24,1,4
0,20,30,1,1
0,20,34,1,1
0,14,21,1,0
0,14,22,1,0
0,14,23,1,0
0,14,25,1,4
0,14,30,1,2
0,14,31,1,0
0,14,36,1,0
0,14,44,1,2
0,14,45,1,0
0,14,49,1,0
0,19,21,1,2
0,19,23,1,1
0,19,31,1,4
0,19,36,1,0
0,19,39,1,4
14,20,21,1,0
14,20,22,1,2
14,20,31,1,0
14,20,32,1,4
14,20,33,1,3
14,20,37,1,3
14,20,44,1,2
14,20,45,1,1
14,17,22,1,4
14,17,23,1,3
14,17,25,1,3
14,17,27,1,0
14,17,29,1,3
14,17,30,1,0
14,17,31,1,4
14,17,32,1,2
14,17,33,1,4
14,17,35,1,0
14,17,37,1,4
14,17,38,1,4
14,17,40,1,3
14,17,42,1,4
14,17,45,1,0
14,17,48,1,2
14,19,21,1,4
14,19,22,1,4
14,19,23,1,1
14,19,24,1,0
14,19,25,1,2
14,19,26,1,0
14,19,29,1,4
14,19,30,1,4
14,19,31,1,2
14,19,32,1,2
14,19,33,1,1
14,19,35,1,1
14,19,36,1,2
14,19,37,1,1
14,19,39,1,2
14,19,40,1,2
14,19,44,1,1
14,19,45,1,4
14,19,46,1,2
14,19,47,1,4
14,19,48,1,3
14,3,21,1,0
14,3,22,1,2
14,3,23,1,3
14,3,25,1,0
14,3,26,1,2
14,3,27,1,1
14,3,29,1,3
14,3,31,1,4
14,3,32,1,1
14,3,33,1,2
14,3,35,1,3
14,3,36,1,4
14,3,37,1,1
14,3,38,1,1
14,3,39,1,2
14,3,44,1,2
14,3,45,1,2
14,3,47,1,1
14,3,48,1,3
14,3,49,1,2
14,11,22,1,1
14,11,30,1,3
14,11,31,1,4
14,11,33,1,1
14,11,37,1,1
14,11,39,1,4
14,11,44,1,1
14,11,45,1,0
13,20,47,1,2
13,20,49,1,0
13,0,23,1,0
13,0,25,1,1
13,0,30,1,0
13,0,34,1,0
13,0,36,1,1
13,0,39,1,0
13,0,44,1,1
13,14,22,1,1
13,14,23,1,4
13,14,24,1,1
13,14,30,1,2
13,14,31,1,2
13,14,33,1,2
13,14,34,1,4
13,14,37,1,3
13,14,42,1,3
13,14,43,1,3
13,5,24,1,3
13,5,30,1,4
13,5,31,1,2
13,5,33,1,2
13,5,34,1,4
13,5,43,1,2
13,5,45,1,1
13,5,49,1,1
13,17,30,1,0
13,15,24,1,4
13,15,29,1,1
13,15,31,1,0
13,15,33,1,3
13,15,34,1,1
13,15,42,1,2
13,15,43,1,3
13,15,45,1,3
13,15,49,1,4
13,3,21,1,3
13,3,23,1,3
13,3,24,1,2
13,3,25,1,1
13,16,23,1,1
13,16,24,1,3
13,16,25,1,1
13,16,30,1,1
13,16,33,1,4
13,16,34,1,3
13,16,37,1,4
13,16,42,1,0
13,16,43,1,2
13,16,47,1,4
13,18,24,1,3
13,18,25,1,2
13,18,29,1,1
13,18,31,1,1
13,18,33,1,2
13,18,41,1,1
13,18,47,1,3
10,20,26,1,1
10,20,46,1,2
10,14,22,1,1
10,14,24,1,2
10,14,27,1,3
10,14,29,1,3
10,14,30,1,1
10,14,31,1,3
10,14,33,1,0
10,14,36,1,2
10,14,37,1,2
10,14,39,1,2
10,14,42,1,3
10,14,44,1,1
10,14,45,1,2
10,14,46,1,2
10,14,47,1,0
10,14,48,1,0
10,14,49,1,1
10,5,27,1,1
10,5,31,1,3
10,5,34,1,1
10,5,45,1,2
10,5,46,1,4
10,5,47,1,2
10,5,48,1,0
10,5,49,1,1
10,15,24,1,4
10,15,25,1,1
10,15,27,1,3
10,15,28,1,1
10,15,31,1,1
10,15,35,1,1
10,15,39,1,1
10,15,44,1,2
10,15,45,1,2
10,15,46,1,2
10,15,47,1,4
10,15,49,1,1
10,18,23,1,2
10,18,26,1,1
10,18,29,1,0
10,18,36,1,0
10,18,42,1,0
10,18,43,1,1
10,18,46,1,0
10,18,48,1,2
5,0,23,1,2
5,0,39,1,2
5,0,45,1,0
5,0,48,1,0
5,0,49,1,3
5,14,21,1,0
5,14,22,1,3
5,14,24,1,4
5,14,25,1,2
5,14,26,1,4
5,14,29,1,3
5,14,31,1,4
5,14,32,1,1
5,14,33,1,0
5,14,35,1,3
5,14,37,1,0
5,14,38,1,0
5,14,40,1,4
5,14,42,1,2
5,14,43,1,4
5,14,44,1,4
5,14,45,1,1
5,14,46,1,1
5,14,47,1,2
5,14,48,1,2
5,17,21,1,3
5,17,23,1,2
5,17,25,1,4
5,17,27,1,2
5,17,28,1,0
5,17,32,1,2
5,17,33,1,1
5,17,34,1,2
5,17,36,1,4
5,17,37,1,3
5,17,42,1,0
5,17,46,1,1
5,17,47,1,0
5,19,21,1,4
5,19,22,1,0
5,19,23,1,2
5,19,24,1,2
5,19,25,1,3
5,19,26,1,1
5,19,27,1,2
5,19,28,1,1
5,19,29,1,4
5,19,30,1,2
5,19,31,1,2
5,19,32,1,1
5,19,34,1,4
5,19,35,1,2
5,19,36,1,4
5,19,39,1,0
5,19,40,1,4
5,19,41,1,4
5,19,42,1,2
5,19,43,1,2
5,19,44,1,2
5,19,45,1,1
5,19,47,1,3
5,19,48,1,0
5,19,49,1,0
5,3,23,1,4
5,3,25,1,1
5,3,27,1,1
5,3,33,1,2
5,3,36,1,2
5,3,37,1,3
5,3,39,1,3
5,3,48,1,4
5,11,21,1,2
5,11,22,1,4
5,11,23,1,4
5,11,24,1,3
5,11,25,1,2
5,11,26,1,3
5,11,27,1,3
5,11,28,1,3
5,11,29,1,0
5,11,30,1,1
5,11,31,1,1
5,11,32,1,4
5,11,33,1,1
5,11,34,1,3
5,11,35,1,0
5,11,36,1,0
5,11,37,1,1
5,11,38,1,3
5,11,39,1,1
5,11,40,1,2
5,11,41,1,2
5,11,42,1,0
5,11,43,1,2
5,11,44,1,0
5,11,45,1,2
5,11,47,1,1
5,11,48,1,2
5,11,49,1,3
9,20,22,1,2
9,20,24,1,4
9,20,32,1,4
9,20,34,1,0
9,20,46,1,4
9,20,48,1,1
9,20,49,1,1
9,0,24,1,3
9,0,49,1,4
9,14,22,1,4
9,14,23,1,2
9,14,24,1,4
9,14,25,1,3
9,14,29,1,0
9,14,30,1,0
9,14,31,1,3
9,14,32,1,2
9,14,33,1,2
9,14,36,1,4
9,14,37,1,0
9,14,39,1,4
9,14,40,1,0
9,14,42,1,1
9,14,44,1,1
9,14,45,1,4
9,5,22,1,0
9,5,23,1,1
9,5,24,1,0
9,5,25,1,1
9,5,26,1,2
9,5,27,1,1
9,5,28,1,0
9,5,29,1,2
9,5,30,1,2
9,5,31,1,3
9,5,32,1,0
9,5,33,1,2
9,5,34,1,3
9,5,36,1,0
9,5,37,1,0
9,5,39,1,2
9,5,41,1,0
9,5,42,1,3
9,5,43,1,4
9,5,44,1,2
9,5,45,1,2
9,5,47,1,0
9,5,48,1,2
9,5,49,1,0
9,17,21,1,0
9,17,22,1,0
9,17,24,1,3
9,17,28,1,2
9,17,30,1,3
9,17,32,1,2
9,17,33,1,0
9,17,41,1,3
9,17,45,1,2
9,17,46,1,1
9,15,22,1,0
9,15,23,1,4
9,15,24,1,1
9,15,25,1,1
9,15,27,1,1
9,15,28,1,3
9,15,29,1,0
9,15,31,1,4
9,15,32,1,2
9,15,33,1,4
9,15,34,1,2
9,15,36,1,0
9,15,37,1,0
9,15,40,1,3
9,15,42,1,0
9,15,43,1,3
9,15,44,1,0
9,15,45,1,3
9,15,48,1,4
9,15,49,1,2
9,3,24,1,2
9,3,37,1,4
9,16,24,1,2
9,16,30,1,0
9,16,33,1,2
9,16,37,1,2
9,18,24,1,4
9,18,26,1,3
9,18,28,1,4
9,18,29,1,4
9,18,30,1,1
9,18,32,1,0
9,18,34,1,1
9,18,42,1,2
9,18,43,1,4
9,18,45,1,3
9,18,46,1,4
9,18,47,1,1
9,18,48,1,2
9,18,49,1,3
17,19,21,1,3
17,19,23,1,2
17,19,25,1,1
17,19,27,1,2
17,19,37,1,0
17,19,39,1,0
17,19,41,1,3
17,19,42,1,2
17,3,25,1,3
17,11,21,1,2
17,11,25,1,1
17,11,30,1,0
17,11,37,1,0
17,11,41,1,3
17,11,44,1,1
17,11,45,1,1
4,0,45,1,1
4,14,22,1,1
4,14,26,1,4
4,14,29,1,1
4,14,30,1,0
4,14,31,1,0
4,14,32,1,1
4,14,33,1,4
4,14,36,1,3
4,14,37,1,2
4,14,38,1,2
4,14,44,1,3
4,14,45,1,3
4,14,47,1,2
4,14,48,1,1
4,14,49,1,3
4,5,29,1,3
4,5,34,1,1
4,5,36,1,1
4,5,45,1,0
4,5,47,1,4
4,5,48,1,2
4,5,49,1,2
4,17,26,1,0
4,17,41,1,1
4,17,45,1,0
4,15,34,1,4
4,15,36,1,4
4,15,45,1,3
4,15,49,1,4
15,20,24,1,0
15,20,31,1,1
15,0,21,1,2
15,0,23,1,0
15,0,25,1,0
15,0,26,1,1
15,0,27,1,3
15,0,31,1,2
15,0,36,1,4
15,0,39,1,4
15,0,43,1,3
15,0,44,1,3
15,0,45,1,1
15,0,48,1,1
15,0,49,1,0
15,14,21,1,3
15,14,22,1,1
15,14,24,1,3
15,14,25,1,1
15,14,29,1,0
15,14,31,1,0
15,14,32,1,2
15,14,33,1,0
15,14,37,1,1
15,14,40,1,3
15,14,42,1,4
15,14,43,1,4
15,14,45,1,1
15,14,46,1,2
15,14,48,1,2
15,5,25,1,4
15,5,34,1,0
15,5,37,1,4
15,5,43,1,0
15,17,21,1,2
15,17,23,1,0
15,17,24,1,3
15,17,25,1,1
15,17,26,1,4
15,17,27,1,2
15,17,28,1,0
15,17,30,1,0
15,17,31,1,3
15,17,32,1,2
15,17,33,1,0
15,17,34,1,1
15,17,36,1,1
15,17,39,1,2
15,17,42,1,2
15,17,43,1,0
15,17,45,1,4
15,17,47,1,2
15,17,48,1,4
15,19,21,1,3
15,19,22,1,0
15,19,23,1,0
15,19,24,1,2
15,19,25,1,3
15,19,26,1,0
15,19,27,1,3
15,19,28,1,4
15,19,29,1,1
15,19,30,1,1
15,19,31,1,0
15,19,32,1,1
15,19,33,1,0
15,19,34,1,0
15,19,35,1,4
15,19,36,1,3
15,19,40,1,3
15,19,42,1,1
15,19,43,1,2
15,19,44,1,3
15,19,45,1,1
15,19,47,1,1
15,19,48,1,3
15,19,49,1,1
15,3,21,1,0
15,3,23,1,0
15,3,25,1,4
15,3,26,1,4
15,3,27,1,0
15,3,28,1,1
15,3,33,1,4
15,3,34,1,0
15,3,36,1,2
15,3,37,1,1
15,3,39,1,3
15,3,41,1,1
15,3,43,1,0
15,3,44,1,4
15,3,45,1,4
15,3,47,1,4
15,3,48,1,1
15,11,21,1,2
15,11,25,1,4
15,11,30,1,0
15,11,31,1,0
15,11,33,1,1
15,11,34,1,4
15,11,35,1,3
15,11,39,1,4
15,11,42,1,4
15,11,44,1,0
15,11,45,1,1
15,11,48,1,2
15,11,49,1,4
1,14,21,1,2
1,14,22,1,4
1,14,31,1,0
1,14,32,1,0
1,14,33,1,1
1,14,37,1,1
1,14,45,1,3
1,14,46,1,4
1,14,48,1,0
1,5,45,1,0
1,5,46,1,3
1,15,31,1,2
1,15,32,1,0
1,15,45,1,1
1,15,46,1,3
1,15,49,1,3
1,3,21,1,3
1,3,23,1,4
1,3,25,1,3
1,3,39,1,2
1,3,42,1,1
1,3,43,1,0
1,16,46,1,4
1,16,48,1,0
1,18,43,1,4
1,18,46,1,0
1,18,48,1,0
7,20,40,1,2
7,20,41,1,0
7,14,26,1,0
7,14,34,1,4
7,5,23,1,2
7,5,26,1,3
7,15,23,1,3
7,15,26,1,2
