DB00188,0
DB00331,1
DB00361,2
DB00398,3
DB00441,4
DB00530,5
DB00544,6
DB00563,7
DB00570,8
DB00773,9
DB00997,10
DB01030,11
DB01229,12
DB01234,13
DB01254,14
DB01259,15
DB01268,16
DB02424,17
DB02546,18
DB05482,19
DB07232,20
A2058,21
A2780,22
A375,23
CAOV3,24
DLD1,25
ES2,26
HCT116,27
HT144,28
HT29,29
KPL1,30
LOVO,31
MDAMB436,32
NCIH1650,33
NCIH2122,34
NCIH23,35
NCIH460,36
NCIH520,37
OV90,38
RKO,39
RPMI7951,40
SKMEL30,41
SKMES1,42
SKOV3,43
SW620,44
SW837,45
T47D,46
UACC62,47
VCAP,48
ZR751,49
10,50
100,51
10001,52
10002,53
10005,54
10008,55
10010,56
10011,57
100124700,58
100129654,59
10013,60
100131801,61
100131816,62
100132476,63
100137047,64
10014,65
10016,66
10019,67
1002,68
10020,69
10023,70
10025,71
100272147,72
100287932,73
100288797,74
100293516,75
10036,76
10038,77
10039,78
1004,79
10040,80
10043,81
10045,82
10048,83
1005,84
100506144,85
100506742,86
100507290,87
10054,88
10055,89
10056,90
10058,91
10059,92
1006,93
10060,94
10061,95
10062,96
10068,97
1007,98
10071,99
10073,100
10075,101
10078,102
10079,103
1008,104
10083,105
10087,106
1009,107
10093,108
10096,109
10097,110
10098,111
10099,112
1010,113
10101,114
10102,115
10103,116
10105,117
10111,118
10112,119
10113,120
10114,121
10126,122
10127,123
10130,124
10131,125
10134,126
10135,127
10137,128
1014,129
10140,130
10142,131
10146,132
10149,133
10152,134
1016,135
10162,136
10163,137
1017,138
10172,139
10179,140
1018,141
10188,142
1019,143
10190,144
10193,145
10195,146
102,147
1020,148
10200,149
10201,150
10203,151
10208,152
10209,153
1021,154
10210,155
10214,156
10221,157
10225,158
10227,159
10228,160
10232,161
10233,162
10235,163
10237,164
10238,165
1024,166
10240,167
10243,168
10244,169
10245,170
10248,171
10249,172
10251,173
10252,174
10253,175
10257,176
10263,177
10265,178
10266,179
10269,180
1027,181
10270,182
10272,183
10277,184
10280,185
10282,186
10284,187
10285,188
10286,189
10288,190
10294,191
10297,192
10298,193
10299,194
10302,195
10308,196
10309,197
10313,198
10319,199
1032,200
10320,201
10321,202
10325,203
10327,204
10328,205
10329,206
10333,207
10336,208
10344,209
1036,210
10360,211
10367,212
10368,213
10369,214
10370,215
10379,216
